unix_time,board_vram_bytes,gpu_busy_percent,power_microwatts,temperature_millidegrees,rss_bytes
1789914912.740066,8079417344,99,323000000,59000,7407996928
1789914913.7406354,8079540224,100,322000000,59000,7408128000
1789914914.741231,8079638528,97,316000000,59000,7408226304
1789914915.74169,8079753216,90,288000000,59000,7408340992
1789914916.7423954,8079773696,99,325000000,60000,7408431104
1789914917.7430062,8079847424,100,326000000,60000,7408467968
1789914918.743676,8079937536,76,263000000,60000,7408599040
1789914919.7441542,8079970304,94,311000000,60000,7408631808
1789914920.7567794,8080068608,99,322000000,61000,7408754688
1789914921.757322,8080138240,83,266000000,60000,7417712640
1789914922.7581809,8080158720,19,108000000,57000,7448268800
1789914923.7593522,8080158720,0,66000000,56000,7448268800
1789914924.7602854,8080244736,15,83000000,56000,7448428544
1789914925.761552,8080314368,76,253000000,58000,7448461312
1789914926.7620926,8080281600,100,325000000,59000,7448461312
1789914927.7629955,8080281600,99,325000000,60000,7448461312
1789914928.7639143,8080281600,100,325000000,60000,7448461312
1789914929.7644691,8080334848,100,327000000,60000,7448514560
1789914930.7651253,8080420864,93,309000000,60000,7448715264
1789914931.7656772,8080482304,98,321000000,61000,7448739840
1789914932.7661026,8080752640,99,325000000,61000,7449010176
1789914933.7671106,8080752640,100,325000000,61000,7449010176
1789914934.767597,8080773120,99,324000000,61000,7449030656
1789914935.7683692,8080891904,84,280000000,61000,7449153536
1789914936.7690651,8080900096,99,326000000,61000,7449194496
1789914937.769685,8081018880,92,302000000,61000,7516479488
1789914938.770356,8081018880,99,329000000,61000,7516479488
1789914939.7709115,8081018880,100,326000000,62000,7516487680
1789914940.771683,8081051648,98,322000000,62000,7516520448
1789914941.772585,8081174528,99,324000000,62000,7516643328
1789914942.773085,8081227776,100,327000000,62000,7516721152
1789914943.776345,8081281024,99,324000000,62000,7516946432
1789914944.777103,8081362944,90,304000000,61000,7517122560
